,gen,pA,pB,pD,error
84,84.0,689298535832.9391,35290.43774000182,59633.58432220723,9.427274008823591
85,85.0,689298535832.9391,35390.345868293894,59633.58432220723,9.427274008823591
86,86.0,689298535832.9391,38371.303855335624,59669.095499723815,9.427274008823591
87,87.0,689298535832.9391,38371.303855335624,88833.60275561703,9.427274008823591
88,88.0,689298535832.9391,38371.303855335624,89352.79436862851,9.427274008823591
89,89.0,689298535832.9391,38371.303855335624,89387.06192197997,9.427274008823591
90,90.0,689298535832.9391,38371.303855335624,133439.9935115934,9.42388955308743
91,91.0,689298535842.7263,38371.303855335624,133439.9935115934,9.42388955308743
92,92.0,689298536008.2152,38371.303855335624,133439.9935115934,9.42388955308743
93,93.0,689298536165.0739,38371.303855335624,133439.9935115934,9.42388955308743
94,94.0,689298536326.1733,38371.303855335624,133439.9935115934,9.42388955308743
95,95.0,689298536386.5092,38371.303855335624,133439.9935115934,9.42388955308743
96,96.0,689298536481.3192,38371.303855335624,133439.9935115934,9.42388955308743
97,97.0,689298536502.813,38371.303855335624,133439.9935115934,9.42388955308743
98,98.0,689298537104.0272,38371.303855335624,133439.9935115934,9.42388955308743
99,99.0,689298545207.1112,38382.92274540221,133439.9935115934,9.42388955308743
