,gen,pA,pB,pD,error
154,154.0,227057.3377830734,696864537701.1323,534642.564866592,22.02532
155,155.0,228372.437736483,696864537701.1323,534642.564866592,22.02532
156,156.0,226561.80176708344,696864537701.1323,534642.564866592,22.02532
157,157.0,248588.26756189016,696864537701.1323,541368.9263251907,23.41744
158,158.0,248588.26756189016,696864537701.1323,554018.2371612207,23.41744
159,159.0,248588.26756189016,696864537701.1323,551232.2860922089,23.41744
160,160.0,248588.26756189016,696864537701.1323,556637.9246519372,23.41744
161,161.0,248588.26756189016,696864537701.1323,578214.7957613743,23.41744
162,162.0,248588.26756189016,696864537701.1323,576394.2489074074,23.41744
163,163.0,248588.26756189016,696864537701.1323,545421.818094787,23.41744
164,164.0,248588.26756189016,696864537701.1323,553703.1043761105,23.41744
165,165.0,248588.26756189016,696864537701.1323,542882.1545168436,23.41744
166,166.0,248588.26756189016,696864537701.1323,549875.7354570319,23.41744
167,167.0,248588.26756189016,696864537701.1323,544023.4559425397,23.41744
168,168.0,248588.26756189016,696864537701.1323,556635.8205088947,23.41744
169,169.0,248588.26756189016,696864537701.1323,526727.9565456678,23.41744
170,170.0,248588.26756189016,696864537701.1323,522695.7206953695,23.41744
171,171.0,248588.26756189016,696864537701.1323,512453.13216143195,23.41744
172,172.0,248588.26756189016,696864526872.3436,572327.2738766298,23.41744
173,173.0,248588.26756189016,696864511777.6211,572327.2738766298,23.41744
174,174.0,248588.26756189016,696864483451.9597,572327.2738766298,23.41744
175,175.0,248588.26756189016,696864502372.9733,572327.2738766298,23.41744
176,176.0,248588.26756189016,696864473004.8368,572327.2738766298,23.41744
177,177.0,270614.7333566969,696864635759.6282,572327.2738766298,22.02784
178,178.0,270614.7333566969,696864635759.6282,581003.9076287413,22.02784
179,179.0,270614.7333566969,696864635759.6282,595546.1302510144,22.02784
180,180.0,270614.7333566969,696864635759.6282,604327.5994598784,22.02784
181,181.0,270614.7333566969,696864635759.6282,612211.1780346113,22.02784
182,182.0,270614.7333566969,696864635759.6282,606969.0149570139,22.02784
183,183.0,292641.1991515036,696864635759.6282,666843.1566722117,23.49181
184,184.0,292641.1991515036,696864573660.3333,666843.1566722117,23.49181
185,185.0,292641.1991515036,696864594595.6378,666843.1566722117,23.49181
186,186.0,292641.1991515036,696864568526.6702,666843.1566722117,23.49181
187,187.0,292641.1991515036,696864620701.1035,666843.1566722117,23.49181
188,188.0,292641.1991515036,696864587319.5272,666843.1566722117,23.49181
189,189.0,292641.1991515036,696864750074.3186,726717.2983874095,22.04652
190,190.0,292641.1991515036,696864750074.3186,713848.342901653,22.04652
191,191.0,292641.1991515036,696864750074.3186,728194.6081331057,22.04652
192,192.0,292641.1991515036,696864750074.3186,724955.9211963649,22.04652
193,193.0,292641.1991515036,696864750074.3186,732379.5679610496,22.04652
194,194.0,292641.1991515036,696864750074.3186,723821.294963921,22.04652
195,195.0,314667.66494631034,696864750074.3186,783695.4366791188,18.49314
196,196.0,316179.8963693145,696864750074.3186,783695.4366791188,18.49314
197,197.0,313126.5366813546,696864750074.3186,783695.4366791188,18.49314
198,198.0,319470.42330450844,696864750074.3186,783695.4366791188,18.49314
199,199.0,320262.7961307081,696864750074.3186,783695.4366791188,18.49314
200,200.0,324276.65398626844,696864750074.3186,783695.4366791188,18.49314
201,201.0,346303.11978107516,696864742625.3721,783695.4366791188,19.43755
202,202.0,346303.11978107516,696864682873.0763,783695.4366791188,19.43755
203,203.0,346303.11978107516,696864654418.4462,783695.4366791188,19.43755
204,204.0,346303.11978107516,696864634553.1157,783695.4366791188,19.43755
205,205.0,346303.11978107516,696864617298.4132,783695.4366791188,19.43755
206,206.0,346303.11978107516,696864780053.2046,843569.5783943166,10.48632
207,207.0,346303.11978107516,696864780053.2046,856510.9389392562,10.48632
208,208.0,346303.11978107516,696864780053.2046,852784.1192036212,10.48632
209,209.0,346303.11978107516,696864780053.2046,841815.9042033352,10.48632
210,210.0,346303.11978107516,696864780053.2046,834703.6851361645,10.48632
211,211.0,346303.11978107516,696864780053.2046,834639.9054460962,10.48632
212,212.0,346303.11978107516,696864780053.2046,825102.1105938957,10.48632
213,213.0,346303.11978107516,696864780053.2046,815175.4030720633,10.48632
214,214.0,346303.11978107516,696864780053.2046,798715.2691191285,10.48632
215,215.0,346303.11978107516,696864780053.2046,777366.3568003982,10.48632
216,216.0,346303.11978107516,696864780053.2046,779318.7562758451,10.48632
217,217.0,347592.9728616947,696864780053.2046,839192.8979910429,10.48632
218,218.0,350137.8197278531,696864780053.2046,839192.8979910429,10.48632
219,219.0,353913.7581693625,696864780053.2046,839192.8979910429,10.48632
220,220.0,351953.68201440497,696864780053.2046,839192.8979910429,10.48632
221,221.0,354730.9363386024,696864780053.2046,839192.8979910429,10.48632
222,222.0,376757.4021334091,696864721888.4178,839192.8979910429,15.85223
223,223.0,376757.4021334091,696864667955.5352,839192.8979910429,15.85223
224,224.0,376757.4021334091,696864727838.6603,839192.8979910429,15.85223
225,225.0,376757.4021334091,696864727004.6931,839192.8979910429,15.85223
226,226.0,376757.4021334091,696864733221.4596,839192.8979910429,15.85223
227,227.0,376757.4021334091,696864723343.8077,839192.8979910429,15.85223
228,228.0,376757.4021334091,696864733928.682,839192.8979910429,15.85223
229,229.0,376757.4021334091,696864781307.5498,839192.8979910429,15.85223
230,230.0,376757.4021334091,696864817395.1926,839192.8979910429,15.85223
231,231.0,376757.4021334091,696864853260.3789,839192.8979910429,15.85223
232,232.0,376757.4021334091,696865016015.1703,835050.7438153189,15.85223
233,233.0,376757.4021334091,696865016015.1703,831733.3259707111,15.85223
234,234.0,376757.4021334091,696865016015.1703,835812.5913482964,15.85223
235,235.0,376757.4021334091,696865016015.1703,836306.4017382448,15.85223
236,236.0,376757.4021334091,696865016015.1703,830253.3704997471,15.85223
237,237.0,376757.4021334091,696865016015.1703,831402.9121999572,15.85223
238,238.0,376757.4021334091,696865016015.1703,826203.918358489,15.85223
239,239.0,376757.4021334091,696865016015.1703,807207.2337929574,15.85223
240,240.0,376757.4021334091,696865016015.1703,815325.3452433537,15.85223
241,241.0,376757.4021334091,696865016015.1703,781942.5382684837,15.85223
242,242.0,376757.4021334091,696865049177.0793,841816.6799836815,15.85223
243,243.0,376757.4021334091,696865086785.866,841816.6799836815,15.85223
244,244.0,376757.4021334091,696865106234.7277,841816.6799836815,15.85223
245,245.0,376757.4021334091,696865065661.3861,841816.6799836815,15.85223
246,246.0,376757.4021334091,696865068291.1465,841816.6799836815,15.85223
247,247.0,398783.8679282158,696865231045.9379,841816.6799836815,12.08114
248,248.0,420810.33372302254,696865231045.9379,841816.6799836815,9.73077
249,249.0,420810.33372302254,696865217097.512,841816.6799836815,9.73077
250,250.0,420810.33372302254,696865238294.983,841816.6799836815,9.73077
251,251.0,420810.33372302254,696865231841.6831,841816.6799836815,9.73077
252,252.0,420810.33372302254,696865216185.8588,841816.6799836815,9.73077
253,253.0,420810.33372302254,696865223912.9022,841816.6799836815,9.73077
254,254.0,420810.33372302254,696865151190.8367,841816.6799836815,9.73077
255,255.0,420810.33372302254,696865140087.476,841816.6799836815,9.73077
256,256.0,420810.33372302254,696865122155.3934,841816.6799836815,9.73077
257,257.0,420810.33372302254,696865046263.6323,841816.6799836815,9.73077
258,258.0,420810.33372302254,696865078143.769,841816.6799836815,9.73077
259,259.0,420810.33372302254,696865107243.2097,841816.6799836815,9.73077
260,260.0,420810.33372302254,696865074005.0687,841816.6799836815,9.73077
261,261.0,420810.33372302254,696865097487.8792,841816.6799836815,9.73077
262,262.0,420810.33372302254,696865041916.9828,841816.6799836815,9.73077
263,263.0,420810.33372302254,696865049755.7562,841816.6799836815,9.73077
264,264.0,442836.79951782926,696865212510.5476,841816.6799836815,8.25286
265,265.0,442836.79951782926,696865212510.5476,814680.154305238,8.25286
266,266.0,442836.79951782926,696865212510.5476,835766.334238484,8.25286
267,267.0,442836.79951782926,696865212510.5476,849052.32485145,8.25286
268,268.0,442836.79951782926,696865212510.5476,838872.5655818756,8.25286
269,269.0,442836.79951782926,696865212510.5476,827867.9572831796,8.25286
270,270.0,442836.79951782926,696865243047.0181,887742.0989983774,8.25286
271,271.0,442836.79951782926,696865281756.2802,887742.0989983774,8.25286
272,272.0,442836.79951782926,696865288830.2913,887742.0989983774,8.25286
273,273.0,442836.79951782926,696865295859.1971,887742.0989983774,8.25286
274,274.0,442836.79951782926,696865300332.758,887742.0989983774,8.25286
275,275.0,442836.79951782926,696865346044.4962,887742.0989983774,8.25286
276,276.0,442836.79951782926,696865389730.8627,887742.0989983774,8.25286
277,277.0,442836.79951782926,696865392622.2411,887742.0989983774,8.25286
278,278.0,442836.79951782926,696865409703.0891,887742.0989983774,8.25286
279,279.0,442836.79951782926,696865363030.7456,887742.0989983774,8.25286
280,280.0,442836.79951782926,696865525785.537,947616.2407135753,7.4348
281,281.0,436646.81963699206,696865525785.537,947616.2407135753,7.4348
282,282.0,437258.5706057839,696865525785.537,947616.2407135753,7.4348
283,283.0,459285.0364005906,696865525785.537,947616.2407135753,6.91269
284,284.0,459346.0239286666,696865525785.537,947616.2407135753,6.91269
285,285.0,454537.86651224707,696865525785.537,947616.2407135753,6.91269
286,286.0,454441.4205648083,696865525785.537,947616.2407135753,6.91269
287,287.0,452546.2691218903,696865525785.537,947616.2407135753,6.91269
288,288.0,451451.22809310653,696865525785.537,947616.2407135753,6.91269
289,289.0,473477.69388791325,696865525785.537,952377.7748764302,7.55436
290,290.0,473477.69388791325,696865525785.537,936946.6942077402,7.55436
291,291.0,473477.69388791325,696865525785.537,943144.1458372569,7.55436
292,292.0,473477.69388791325,696865525785.537,948545.6563809958,7.55436
293,293.0,473477.69388791325,696865525785.537,939450.5409347301,7.55436
294,294.0,473477.69388791325,696865525785.537,1059198.8243651257,7.00882
295,295.0,473477.69388791325,696865525785.537,1055391.9571895227,7.00882
296,296.0,473477.69388791325,696865525785.537,1065508.9484864562,7.00882
297,297.0,473477.69388791325,696865525785.537,1068250.6664555247,7.00882
298,298.0,473477.69388791325,696865525785.537,1073176.5702150965,7.00882
299,299.0,473477.69388791325,696865525785.537,1081764.7119244242,7.00882
300,300.0,473477.69388791325,696865525785.537,1108670.1194505082,11.07673
